movie_name,genres,percentage_ROI_gross_budget,gross,budget,average_rating,number_vote,primary_name,primary_profession,release_date,release_year,runtime_minutes,distributor,max_theatre_count
money monster,"crime,drama,thriller",100,41012075,27000000,6.45,44233.0,Alan DiFiore,"writer,producer,actor",2016-05-13 00:00:00,2016,98.0,Sony Pict…,"3,104"
the darkness,"horror,thriller",200,10753574,4000000,4.6,6391.0,Greg McLean,"writer,producer,director",2016-05-13 00:00:00,2016,92.0,High Top …,"1,769"
neighbors 2: sorority rising,comedy,100,55340730,35000000,5.7,52811.0,Seth Rogen,"actor,writer,producer",2016-05-20 00:00:00,2016,92.0,Universal,"3,416"
the nice guys,"action,comedy,crime",0,36261763,50000000,7.25,122304.0,Shane Black,"writer,actor,director",2016-05-20 00:00:00,2016,116.0,Warner Bros.,"2,865"
x-men: apocalypse,"action,adventure,sci-fi",0,155442489,178000000,6.75,182452.0,Bryan Singer,"producer,director,writer",2016-05-27 00:00:00,2016,144.0,20th Cent…,"4,153"
alice through the looking glass,"adventure,family,fantasy",0,77042381,170000000,6.35,41877.0,Lewis Carroll,"writer,soundtrack,miscellaneous",2016-05-27 00:00:00,2016,113.0,Walt Disney,"3,763"
lowriders,"adventure,crime,drama",600,6179955,916000,5.85,979.0,Cheo Hodari Coker,"producer,writer,miscellaneous",2016-06-01 00:00:00,2016,98.0,BH Tilt,365
me before you,"drama,romance",200,56245075,20000000,7.550000000000001,90253.0,Jojo Moyes,writer,2016-06-03 00:00:00,2016,106.0,Warner Bros.,"2,762"
teenage mutant ninja turtles: out of the shadows,"action,adventure,comedy",0,82051601,135000000,5.95,39547.0,Josh Appelbaum,"producer,writer,camera_department",2016-06-03 00:00:00,2016,112.0,Paramount…,"4,071"
popstar: never stop never stopping,"comedy,music",0,9496130,20000000,6.65,23976.0,Jorma Taccone,"writer,actor,soundtrack",2016-06-03 00:00:00,2016,87.0,Universal,"2,313"
now you see me 2,"action,adventure,comedy",0,65075540,90000000,6.65,111481.0,Ed Solomon,"writer,producer,actor",2016-06-10 00:00:00,2016,129.0,Lionsgate,"3,232"
warcraft,"action,adventure,fantasy",0,47225655,160000000,6.6,114814.0,Charles Leavitt,"writer,actor,producer",2016-06-10 00:00:00,2016,123.0,Universal,"3,406"
the neon demon,"horror,thriller",0,1333124,7500000,6.4,37182.0,Nicolas Winding Refn,"writer,director,producer",2016-06-14 00:00:00,2016,117.0,Broad Gre…,783
finding dory,"adventure,animation,comedy",200,486295561,200000000,7.15,110693.0,Andrew Stanton,"writer,actor,producer",2016-06-17 00:00:00,2016,97.0,Walt Disney,"4,305"
central intelligence,"action,comedy,crime",200,127440871,50000000,6.3,71002.0,Ike Barinholtz,"actor,producer,writer",2016-06-17 00:00:00,2016,107.0,Warner Bros.,"3,508"
independence day: resurgence,"action,adventure,sci-fi",0,103144286,165000000,5.15,79627.0,Roland Emmerich,"writer,producer,director",2016-06-24 00:00:00,2016,120.0,20th Cent…,"4,091"
the shallows,"drama,horror,thriller",400,55121623,13000000,6.3,54982.0,Anthony Jaswinski,"writer,producer,director",2016-06-24 00:00:00,2016,86.0,Sony Pict…,"2,962"
swiss army man,"adventure,comedy,drama",100,4210454,3000000,6.95,46762.0,Daniel Scheinert,"director,miscellaneous,actor",2016-06-24 00:00:00,2016,97.0,A24,636
free state of jones,"action,biography,drama",0,20810036,50000000,6.75,22961.0,Gary Ross,"writer,producer,director",2016-06-24 00:00:00,2016,139.0,STX Enter…,"2,815"
the bfg,"adventure,family,fantasy",0,55483770,140000000,6.300000000000001,35628.0,Roald Dahl,"writer,actor,soundtrack",2016-07-01 00:00:00,2016,117.0,Walt Disney,"3,392"
the purge: election year,"action,horror,sci-fi",700,79042440,10000000,6.15,41577.0,James DeMonaco,"writer,producer,director",2016-07-01 00:00:00,2016,108.0,Universal,"2,821"
the legend of tarzan,"action,adventure,drama",0,126643061,180000000,6.05,77128.0,Craig Brewer,"director,producer,writer",2016-07-01 00:00:00,2016,110.0,Warner Bros.,"3,591"
mike and dave need wedding dates,"adventure,comedy,romance",100,46009673,33000000,6.0,38200.0,Andrew Jay Cohen,"writer,producer,director",2016-07-08 00:00:00,2016,98.0,20th Cent…,"3,008"
the secret life of pets,"adventure,animation,comedy",400,368384330,75000000,6.3,83685.0,Ken Daurio,"writer,director,producer",2016-07-08 00:00:00,2016,87.0,Universal,"4,381"
ghostbusters,"action,comedy,fantasy",0,128350574,144000000,5.300000000000001,95284.0,Dan Aykroyd,"writer,actor,producer",2016-07-15 00:00:00,2016,116.0,Sony Pict…,"3,963"
star trek beyond,"action,adventure,sci-fi",0,158848340,185000000,6.9,107059.0,Roberto Orci,"producer,writer,miscellaneous",2016-07-22 00:00:00,2016,122.0,Paramount…,"3,928"
ice age: collision course,"adventure,animation,comedy",0,64063008,105000000,5.800000000000001,25681.0,Michael Berg,"writer,producer",2016-07-22 00:00:00,2016,94.0,20th Cent…,"3,997"
lights out,drama,1300,67268835,5000000,7.449999999999999,1121.0,Adam Shaw,"director,writer,editor",2016-07-22 00:00:00,2013,91.62130403630285,Warner Bros.,"2,835"
jason bourne,"action,thriller",100,162192920,120000000,6.35,97103.0,Christopher Rouse,"editor,editorial_department,producer",2016-07-29 00:00:00,2016,123.0,Universal,"4,039"
bad moms,comedy,500,113257297,20000000,6.35,51776.0,Jon Lucas,"writer,producer,director",2016-07-29 00:00:00,2016,100.0,STX Enter…,"3,215"
suicide squad,"action,adventure,fantasy",100,325100054,175000000,5.95,273286.0,David Ayer,"writer,director,producer",2016-08-05 00:00:00,2016,123.0,Warner Bros.,"4,255"
hell or high water,"action,crime,drama",200,27007844,12000000,7.449999999999999,89468.0,Taylor Sheridan,"actor,writer,director",2016-08-12 00:00:00,2016,102.0,Lionsgate,"1,505"
sausage party,"adventure,animation,comedy",500,97670358,19000000,5.9,81674.0,Seth Rogen,"actor,writer,producer",2016-08-12 00:00:00,2016,89.0,Sony Pict…,"3,135"
kubo and the two strings,"action,adventure,animation",0,48023088,55000000,7.75,53803.0,Marc Haimes,"miscellaneous,writer,producer",2016-08-19 00:00:00,2016,101.0,Focus Fea…,"3,279"
war dogs,"comedy,crime,drama",0,43034523,50000000,6.949999999999999,78208.0,Stephen Chin,"writer,producer",2016-08-19 00:00:00,2016,114.0,Warner Bros.,"3,258"
ben-hur,"action,adventure,drama",0,26410477,95000000,5.65,19521.0,Keith R. Clarke,"writer,producer,director",2016-08-19 00:00:00,2016,123.0,Paramount…,"3,084"
mechanic: resurrection,"action,adventure,thriller",0,21218403,40000000,5.65,34602.0,Lewis John Carlino,"writer,director,miscellaneous",2016-08-26 00:00:00,2016,98.0,Lionsgate,"2,258"
greater,"biography,family,sport",0,2000093,9000000,7.25,1737.0,David L. Hunt,"producer,director,writer",2016-08-26 00:00:00,2016,130.0,Hammond E…,340
sully,"biography,drama",200,125070033,60000000,7.3,103321.0,Todd Komarnicki,"writer,producer,director",2016-09-09 00:00:00,2016,96.0,Warner Bros.,"3,955"
when the bough breaks,"crime,drama,horror",200,29747603,10000000,5.199999999999999,2439.0,Jack Olsen,"writer,producer",2016-09-09 00:00:00,2016,107.0,Sony Pict…,"2,246"
the disappointments room,"drama,horror,thriller",0,2423467,15000000,4.15,4219.0,D.J. Caruso,"director,producer,writer",2016-09-09 00:00:00,2016,85.0,Relativity,"1,554"
kicks,"adventure,drama",0,150191,10000000,6.449999999999999,1919.0,Justin Tipping,"director,writer,actor",2016-09-09 00:00:00,2016,80.0,Focus World,65
blair witch,"horror,mystery,thriller",200,20777061,10000000,5.0,18980.0,Simon Barrett,"writer,actor,producer",2016-09-16 00:00:00,2016,89.0,Lionsgate,"3,121"
thank you for your service,"biography,drama,war",0,9479390,20000000,6.25,5003.0,Jason Hall,"actor,writer,producer",2016-09-16 00:00:00,2017,109.0,Universal,"2,083"
the magnificent seven,"action,adventure,western",100,93432655,90000000,6.550000000000001,86080.0,Akira Kurosawa,"writer,director,assistant_director",2016-09-23 00:00:00,2016,132.0,Sony Pict…,"3,696"
storks,"adventure,animation,comedy",100,72679278,70000000,6.65,25878.0,Nicholas Stoller,"producer,writer,director",2016-09-23 00:00:00,2016,87.0,Warner Bros.,"3,922"
queen of katwe,"biography,drama,sport",0,8874389,15000000,7.25,6632.0,William Wheeler,"producer,writer",2016-09-23 00:00:00,2016,124.0,Walt Disney,"1,259"
deepwater horizon,"action,drama,history",0,61433527,156000000,6.9,67954.0,Matthew Michael Carnahan,"writer,producer,director",2016-09-30 00:00:00,2016,107.0,Lionsgate,"3,403"
denial,documentary,0,4073448,10000000,7.050000000000001,187.0,Aaron Woolf,"producer,director,writer",2016-09-30 00:00:00,2016,93.0,Bleecker …,648
american honey,"adventure,drama,romance",0,663247,3500000,6.85,16040.0,Andrea Arnold,"actress,writer,director",2016-09-30 00:00:00,2016,163.0,A24,135
middle school: the worst years of my life,"comedy,family",200,20007149,8500000,6.55,3301.0,Chris Bowman,"writer,director,producer",2016-10-07 00:00:00,2016,92.0,Lionsgate,"2,822"
the birth of a nation,"biography,drama,history",100,15861566,10000000,6.45,9385.0,Nate Parker,"actor,producer,writer",2016-10-07 00:00:00,2016,120.0,Fox Searc…,"2,105"
the accountant,"action,crime,drama",200,86260045,40000000,7.1,118214.0,Bill Dubuque,"writer,producer",2016-10-14 00:00:00,2016,128.0,Warner Bros.,"3,402"
kevin hart: what now?,"comedy,documentary",200,23591043,10000000,6.2,4146.0,Brian Buccellato,"actor,writer,director",2016-10-14 00:00:00,2016,96.0,Universal,"2,567"
jack reacher: never go back,"action,thriller",0,58697076,60000000,5.85,62361.0,Edward Zwick,"producer,writer,director",2016-10-21 00:00:00,2016,118.0,Paramount…,"3,780"
moonlight,drama,1800,27854931,1500000,7.4,115928.0,Barry Jenkins,"writer,director,producer",2016-10-21 00:00:00,2016,111.0,A24,"1,564"
ouija: origin of evil,"drama,horror,mystery",300,35144505,9000000,6.05,24257.0,Stiles White,"special_effects,writer,producer",2016-10-21 00:00:00,2016,99.0,Universal,"3,168"
inferno,"action,adventure,crime",0,34343574,75000000,6.050000000000001,71427.0,David Koepp,"writer,miscellaneous,director",2016-10-28 00:00:00,2016,121.0,Sony Pict…,"3,576"
doctor strange,"action,adventure,fantasy",100,232641920,165000000,7.4,263546.0,Scott Derrickson,"writer,director,producer",2016-11-04 00:00:00,2016,115.0,Walt Disney,"3,882"
hacksaw ridge,"biography,drama,history",100,67209615,40000000,8.1,186756.0,Andrew Knight,"producer,writer,miscellaneous",2016-11-04 00:00:00,2016,139.0,Lionsgate,"2,971"
trolls,"adventure,animation,comedy",100,153707064,125000000,6.55,32587.0,Jonathan Aibel,"producer,writer,miscellaneous",2016-11-04 00:00:00,2016,92.0,20th Cent…,"4,066"
bleed for this,"biography,drama,sport",0,5083906,16000000,6.85,11175.0,Angelo Pizzo,"writer,producer,assistant_director",2016-11-04 00:00:00,2016,117.0,Open Road,"1,549"
arrival,"drama,mystery,sci-fi",200,100546139,47000000,7.65,262935.0,Eric Heisserer,"writer,producer,director",2016-11-11 00:00:00,2016,116.0,Paramount…,"3,115"
shut in,"drama,mystery,thriller",0,6900335,10000000,4.95,5702.0,Christina Hodson,writer,2016-11-11 00:00:00,2016,91.0,EuropaCorp,"2,058"
almost christmas,"comedy,drama",200,42065185,17000000,5.85,2728.0,David E. Talbert,"writer,director,producer",2016-11-11 00:00:00,2016,111.0,Universal,"2,379"
fantastic beasts and where to find them,"adventure,family,fantasy",100,234037575,180000000,7.35,188752.0,J.K. Rowling,"writer,producer,soundtrack",2016-11-18 00:00:00,2016,132.0,Warner Bros.,"4,144"
manchester by the sea,drama,500,47695371,8500000,7.65,108866.0,Kenneth Lonergan,"writer,actor,director",2016-11-18 00:00:00,2016,137.0,Roadside …,"1,213"
nocturnal animals,"drama,thriller",0,10663357,22500000,7.45,104716.0,Tom Ford,"director,writer,producer",2016-11-18 00:00:00,2016,116.0,Focus Fea…,"1,262"
the edge of seventeen,"comedy,drama",100,14431633,9000000,7.25,44913.0,Kelly Fremon Craig,"writer,director,producer",2016-11-18 00:00:00,2016,104.0,STX Enter…,"1,945"
a street cat named bob,"biography,comedy,drama",0,82703,8000000,7.45,11852.0,Tim John,"writer,director,producer",2016-11-18 00:00:00,2016,103.0,Cleopatra…,25
lion,"biography,drama",400,51739495,12000000,8.1,92717.0,Luke Davies,"writer,producer,actor",2016-11-25 00:00:00,2016,118.0,Weinstein…,"1,802"
jackie,"biography,drama,history",100,13960394,9000000,6.550000000000001,33714.0,Noah Oppenheim,"producer,writer",2016-12-02 00:00:00,2016,100.0,Fox Searc…,508
incarnate,"horror,thriller",0,4799774,5000000,5.25,5265.0,Ronnie Christensen,"writer,director,producer",2016-12-02 00:00:00,2016,91.0,High Top …,"1,737"
la la land,"comedy,drama,music",700,151101803,20000000,7.95,223049.0,Damien Chazelle,"producer,writer,director",2016-12-09 00:00:00,2016,128.0,Lionsgate,"3,236"
office christmas party,comedy,100,54767494,45000000,5.699999999999999,30222.0,Timothy Dowling,"actor,writer,miscellaneous",2016-12-09 00:00:00,2016,105.0,Paramount…,"3,210"
the comedian,comedy,0,1658706,15000000,5.65,2971.0,Lewis Friedman,"writer,producer,soundtrack",2016-12-09 00:00:00,2016,120.0,Sony Pict…,848
hidden figures,"biography,drama,history",600,169607287,25000000,7.9,87920.0,Theodore Melfi,"producer,director,writer",2016-12-10 00:00:00,2016,127.0,20th Cent…,"3,416"
collateral beauty,"drama,romance",0,31016021,36000000,7.0,41017.0,Allan Loeb,"writer,producer,actor",2016-12-16 00:00:00,2016,97.0,Warner Bros.,"3,528"
fences,drama,200,57682904,24000000,7.0,44107.0,August Wilson,"writer,actor,producer",2016-12-16 00:00:00,2016,139.0,Paramount…,"2,368"
sing,"animation,comedy,family",300,270329045,75000000,7.0,60127.0,Garth Jennings,"director,actor,writer",2016-12-21 00:00:00,2016,108.0,Universal,"4,029"
passengers,"drama,romance,sci-fi",0,100014699,110000000,6.9,159476.0,Jon Spaihts,"writer,producer,director",2016-12-21 00:00:00,2016,116.0,Sony Pict…,"3,478"
dangal,"action,biography,drama",100,12391761,9500000,8.3,61998.0,Nitesh Tiwari,"writer,director,music_department",2016-12-21 00:00:00,2016,161.0,UTV Commu…,338
why him?,comedy,100,60323786,38000000,6.2,46061.0,John Hamburg,"writer,director,producer",2016-12-23 00:00:00,2016,111.0,20th Cent…,"3,008"
silence,"adventure,drama,history",0,7100177,46500000,7.15,43401.0,Martin Scorsese,"producer,director,actor",2016-12-23 00:00:00,2016,161.0,Paramount…,"1,580"
live by night,"action,crime,drama",0,10378555,65000000,6.300000000000001,24001.0,Ben Affleck,"producer,actor,writer",2016-12-25 00:00:00,2016,129.0,Warner Bros.,"2,822"
underworld: blood wars,"action,adventure,fantasy",0,30353973,35000000,5.65,32630.0,Kevin Grevioux,"actor,writer,producer",2017-01-06 00:00:00,2016,91.0,Sony Pict…,"3,070"
the bye bye man,"drama,fantasy,horror",300,22395806,7400000,4.699999999999999,9210.0,Jonathan Penner,"actor,producer,writer",2017-01-13 00:00:00,2017,96.0,STX Enter…,"2,220"
monster trucks,"action,adventure,comedy",0,33370166,125000000,5.800000000000001,6969.0,Jonathan Aibel,"producer,writer,miscellaneous",2017-01-13 00:00:00,2016,104.0,Paramount…,"3,119"
the resurrection of gavin stone,"comedy,drama,family",100,2303792,2000000,6.45,786.0,Andrea Gyertson Nasfell,"writer,miscellaneous,actress",2017-01-20 00:00:00,2016,91.0,High Top …,890
resident evil: the final chapter,"action,horror,sci-fi",0,26844692,40000000,5.75,38419.0,Paul W.S. Anderson,"writer,producer,director",2017-01-27 00:00:00,2016,107.0,Sony Pict…,"3,104"
the space between us,"adventure,drama,romance",0,7885294,30000000,6.75,21243.0,Richard Barton Lewis,"producer,writer,miscellaneous",2017-02-03 00:00:00,2017,120.0,STX Enter…,"2,812"
rings,"drama,horror,mystery",100,27793018,25000000,4.7,17968.0,Akiva Goldsman,"producer,writer,director",2017-02-03 00:00:00,2017,102.0,Paramount…,"2,931"
i am not your negro,documentary,700,7123919,1000000,7.949999999999999,7072.0,James Baldwin,"writer,miscellaneous",2017-02-03 00:00:00,2016,93.0,Magnolia …,320
the lego batman movie,"action,animation,comedy",200,175750384,80000000,7.25,59657.0,Bob Kane,"writer,miscellaneous,art_department",2017-02-10 00:00:00,2017,104.0,Warner Bros.,"4,088"
fifty shades darker,"drama,romance",200,114434010,55000000,5.35,43097.0,Niall Leonard,"writer,director,miscellaneous",2017-02-10 00:00:00,2017,118.0,Universal,"3,714"
the great wall,"action,adventure,fantasy",0,45157105,150000000,5.9,57188.0,Edward Zwick,"producer,writer,director",2017-02-17 00:00:00,2016,103.0,Universal,"3,328"
fist fight,comedy,100,32187017,25000000,5.8,17922.0,Max Greenfield,"actor,soundtrack,director",2017-02-17 00:00:00,2017,91.0,Warner Bros.,"3,185"
rock dog,"adventure,animation,comedy",0,9420546,60000000,5.800000000000001,2057.0,Ash Brannon,"animation_department,director,writer",2017-02-24 00:00:00,2016,90.0,Lionsgate,"2,077"
collide,"action,crime,thriller",0,2280004,29200000,5.65,6809.0,Eran Creevy,"director,writer,assistant_director",2017-02-24 00:00:00,2016,99.0,Open Road,"2,045"
bitter harvest,"drama,romance,war",0,557241,21000000,6.15,1549.0,George Mendeluk,"director,writer,producer",2017-02-24 00:00:00,2017,103.0,Roadside …,127
before i fall,"drama,fantasy,mystery",200,12241072,5000000,6.7,20708.0,Maria Maggenti,"miscellaneous,producer,writer",2017-03-03 00:00:00,2017,98.0,Open Road,"2,346"
table 19,"comedy,drama,romance",0,3614896,5000000,5.9,11677.0,Jay Duplass,"producer,writer,actor",2017-03-03 00:00:00,2017,87.0,Fox Searc…,868
kong: skull island,"action,adventure,fantasy",0,168052812,185000000,6.449999999999999,121887.0,Merian C. Cooper,"producer,writer,miscellaneous",2017-03-10 00:00:00,2017,118.0,Warner Bros.,"3,846"
let there be light,drama,200,7233471,3000000,6.05,1091.0,Dan Gordon,"miscellaneous,writer,producer",2017-03-10 00:00:00,2017,100.0,Atlas Dis…,774
power rangers,"action,adventure,sci-fi",0,85364450,120000000,6.1,47340.0,John Gatins,"actor,writer,producer",2017-03-24 00:00:00,2017,124.0,Lionsgate,"3,693"
chips,"action,comedy,crime",0,18600152,25000000,6.0,18843.0,Rick Rosner,"writer,miscellaneous,producer",2017-03-24 00:00:00,2017,100.0,Warner Bros.,"2,464"
ghost in the shell,"action,drama,sci-fi",0,40563557,110000000,6.2,90813.0,Ehren Kruger,"writer,producer,executive",2017-03-31 00:00:00,2017,107.0,Paramount…,"3,440"
the boss baby,"adventure,animation,comedy",100,175003033,125000000,6.35,49022.0,Michael McCullers,"writer,director,producer",2017-03-31 00:00:00,2017,97.0,20th Cent…,"3,829"
smurfs: the lost village,"adventure,animation,comedy",0,45020282,60000000,6.1,8174.0,Peyo,"writer,director,music_department",2017-04-07 00:00:00,2017,90.0,Sony Pict…,"3,610"
going in style,"comedy,crime",100,45018541,24000000,6.6,33871.0,Edward Cannon,writer,2017-04-07 00:00:00,2017,96.0,Warner Bros.,"3,076"
gifted,drama,300,24801212,7000000,7.75,42230.0,Tom Flynn,"writer,director",2017-04-12 00:00:00,2017,101.0,Fox Searc…,"2,215"
the fate of the furious,"action,crime,thriller",0,225764765,250000000,6.800000000000001,93054.0,Chris Morgan,"writer,producer,miscellaneous",2017-04-14 00:00:00,2017,136.0,Universal,"4,329"
the lost city of z,"adventure,biography,drama",0,8574339,30000000,6.4,33936.0,James Gray,"director,writer,producer",2017-04-21 00:00:00,2016,141.0,Bleecker …,866
unforgettable,documentary,0,11368012,12000000,5.7,158.0,Eric Williams,"writer,cinematographer,camera_department",2017-04-21 00:00:00,2010,88.0,Warner Bros.,"2,417"
sleight,"action,drama,sci-fi",1500,3930990,250000,5.6,3720.0,Alex Theurer,"editorial_department,producer,writer",2017-04-28 00:00:00,2016,89.0,High Top …,591
how to be a latin lover,"comedy,drama",300,32149404,10000000,6.1,5972.0,Jon Zack,"writer,actor,miscellaneous",2017-04-28 00:00:00,2017,115.0,Lionsgate,"1,203"
king arthur: legend of the sword,"action,adventure,drama",0,39175066,175000000,6.65,86179.0,Guy Ritchie,"director,producer,writer",2017-05-12 00:00:00,2017,126.0,Warner Bros.,"3,702"
alien: covenant,"horror,sci-fi,thriller",0,74262031,97000000,6.15,115945.0,Michael Green,"producer,writer,miscellaneous",2017-05-19 00:00:00,2017,122.0,20th Cent…,"3,772"
"everything, everything","drama,romance",300,34121140,10000000,6.800000000000001,14629.0,J. Mills Goodloe,"miscellaneous,writer,actor",2017-05-19 00:00:00,2017,96.0,Warner Bros.,"2,801"
diary of a wimpy kid: the long haul,"comedy,family",0,20738724,22000000,5.0,2914.0,David Bowers,"animation_department,director,writer",2017-05-19 00:00:00,2017,91.0,20th Cent…,"3,174"
pirates of the caribbean: dead men tell no tales,"action,adventure,fantasy",0,172558876,230000000,6.6,117761.0,Stuart Beattie,"writer,director,producer",2017-05-26 00:00:00,2017,129.0,Walt Disney,"4,276"
baywatch,"action,comedy,crime",0,58060186,60000000,5.85,71138.0,Michael Berk,"writer,producer,miscellaneous",2017-05-26 00:00:00,2017,116.0,Paramount…,"3,647"
captain underpants: the first epic movie,"action,animation,comedy",100,73921000,38000000,6.1,11245.0,Nicholas Stoller,"producer,writer,director",2017-06-02 00:00:00,2017,89.0,20th Cent…,"3,529"
the mummy,"action,adventure,fantasy",0,80101125,195000000,5.5,79368.0,Christopher McQuarrie,"writer,producer,director",2017-06-09 00:00:00,2017,110.0,Universal,"4,035"
it comes at night,"horror,mystery",200,13985117,5000000,6.0,35090.0,Trey Edward Shults,"director,writer,editor",2017-06-09 00:00:00,2017,91.0,A24,"2,533"
cars 3,"adventure,animation,comedy",0,152901115,175000000,6.75,31002.0,Brian Fee,"art_department,animation_department,actor",2017-06-16 00:00:00,2017,102.0,Walt Disney,"4,256"
rough night,"comedy,crime,thriller",100,22105643,20000000,5.4,20271.0,Lucia Aniello,"producer,director,writer",2017-06-16 00:00:00,2017,101.0,Sony Pict…,"3,162"
all eyez on me,"biography,drama,music",0,44922302,45000000,6.1,9618.0,Eddie Gonzalez,"writer,producer,actor",2017-06-16 00:00:00,2017,139.0,Lionsgate,"2,471"
transformers: the last knight,"action,adventure,sci-fi",0,130168683,217000000,5.6,61131.0,Akiva Goldsman,"producer,writer,director",2017-06-21 00:00:00,2017,154.0,Paramount…,"4,132"
the big sick,"comedy,drama,romance",800,42872467,5000000,7.5,52655.0,Kumail Nanjiani,"actor,writer,producer",2017-06-23 00:00:00,2017,120.0,Lionsgate,"2,597"
blood feast,horror,0,8708,1200000,4.6,329.0,Marcel Walz,"director,writer,producer",2017-06-23 00:00:00,2016,90.0,Hannover …,3
baby driver,"action,crime,drama",300,107825862,34000000,7.5,186005.0,Edgar Wright,"director,writer,actor",2017-06-28 00:00:00,2017,113.0,Sony Pict…,"3,226"
despicable me 3,"adventure,animation,comedy",300,264624300,75000000,6.3,48343.0,Ken Daurio,"writer,director,producer",2017-06-30 00:00:00,2017,89.0,Universal,"4,535"
the house,"comedy,crime",0,25584504,40000000,5.65,16919.0,Andrew Jay Cohen,"writer,producer,director",2017-06-30 00:00:00,2017,88.0,Warner Bros.,"3,134"
spider-man: homecoming,"action,adventure,sci-fi",100,334201140,175000000,7.45,218943.0,John Francis Daley,"actor,writer,director",2017-07-07 00:00:00,2017,133.0,Sony Pict…,"4,348"
a ghost story,"drama,fantasy,romance",1500,1594798,100000,6.9,23593.0,David Lowery,"editor,producer,director",2017-07-07 00:00:00,2017,92.0,A24,329
war for the planet of the apes,"action,adventure,drama",0,146880162,152000000,7.25,103589.0,Mark Bomback,"producer,writer",2017-07-14 00:00:00,2017,140.0,20th Cent…,"4,100"
wish upon,"drama,fantasy,horror",100,14301505,12000000,5.2,7826.0,Barbara Marshall,"miscellaneous,writer",2017-07-14 00:00:00,2017,90.0,Broad Gre…,"2,250"
dunkirk,"action,drama,history",100,190068280,150000000,7.65,237868.0,Christopher Nolan,"writer,producer,director",2017-07-19 00:00:00,2017,106.0,Warner Bros.,"4,014"
valerian and the city of a thousand planets,"action,adventure,fantasy",0,40479370,180000000,6.55,71970.0,Luc Besson,"writer,producer,director",2017-07-21 00:00:00,2017,137.0,STX Enter…,"3,553"
girls trip,"comedy,drama",400,115108515,28000000,6.5,15144.0,Erica Rivinoja,"producer,miscellaneous,writer",2017-07-21 00:00:00,2017,122.0,Universal,"2,648"
the emoji movie,"adventure,animation,comedy",100,86089513,50000000,4.300000000000001,24370.0,John Hoffman,"actor,producer,writer",2017-07-23 00:00:00,2017,86.0,Sony Pict…,"4,075"
atomic blonde,"action,mystery,thriller",100,51573925,30000000,6.5,77026.0,Kurt Johnstad,"writer,producer,camera_department",2017-07-28 00:00:00,2017,115.0,Focus Fea…,"3,326"
the dark tower,"action,adventure,fantasy",0,50701325,60000000,5.65,55180.0,Stephen King,"writer,producer,actor",2017-08-04 00:00:00,2017,95.0,Sony Pict…,"3,451"
kidnap,"crime,drama,thriller",100,30718107,21000000,5.95,14851.0,Knate Lee,"producer,location_management,camera_department",2017-08-04 00:00:00,2017,95.0,Aviron Pi…,"2,418"
columbus,drama,100,1017107,700000,7.25,5432.0,Kogonada,"director,writer,producer",2017-08-04 00:00:00,2017,104.0,Superlati…,63
unhinged,thriller,0,0,29000000,4.65,95.0,Garry Charles,"writer,producer",2017-08-08 00:00:00,2018,95.0,No Distributor,"2,402"
annabelle: creation,"horror,mystery,thriller",600,102092201,15000000,6.5,46771.0,Gary Dauberman,"writer,producer,director",2017-08-11 00:00:00,2017,109.0,Warner Bros.,"3,565"
the nut job 2: nutty by nature,"adventure,animation,comedy",0,28370522,40000000,5.6,2523.0,Scott Bindley,"writer,producer,art_department",2017-08-11 00:00:00,2017,91.0,Open Road,"4,003"
logan lucky,"comedy,crime,drama",0,27778642,29000000,6.85,53796.0,Rebecca Blunt,writer,2017-08-18 00:00:00,2017,118.0,Bleecker …,"3,031"
patti cake$,"drama,music",0,800148,1000000,6.85,4351.0,Geremy Jasper,"director,writer,composer",2017-08-18 00:00:00,2017,109.0,Fox Searc…,303
ballerina,"adventure,animation,comedy",0,21858070,30000000,7.0,8803.0,Carol Noble,writer,2017-08-25 00:00:00,2016,89.0,Weinstein…,"2,705"
all saints,drama,200,5802208,2000000,6.05,622.0,Steve Armour,"writer,actor,composer",2017-08-25 00:00:00,2017,108.0,Sony Pict…,846
long shot,"comedy,romance",0,30202860,40000000,7.2,6426.0,Dan Sterling,"producer,writer,miscellaneous",2017-09-03 00:00:00,2019,125.0,Lionsgate,"3,230"
it,"horror,thriller",900,327481748,35000000,7.300000000000001,185027.0,Stephen King,"writer,producer,actor",2017-09-08 00:00:00,2017,135.0,Warner Bros.,"4,148"
home again,"comedy,drama,romance",100,27020284,15000000,5.85,11636.0,Hallie Meyers-Shyer,"actress,writer,director",2017-09-08 00:00:00,2017,97.0,Open Road,"3,036"
american assassin,"action,thriller",0,36249674,63000000,6.25,29694.0,Edward Zwick,"producer,writer,director",2017-09-15 00:00:00,2017,112.0,Lionsgate,"3,154"
mother!,"drama,horror,mystery",0,17800004,30000000,6.8,80135.0,Darren Aronofsky,"producer,director,writer",2017-09-15 00:00:00,2017,121.0,Paramount…,"2,368"
kingsman: the golden circle,"action,adventure,comedy",0,100234838,104000000,6.9,118164.0,Matthew Vaughn,"producer,writer,director",2017-09-22 00:00:00,2017,141.0,20th Cent…,"4,038"
the lego ninjago movie,"action,adventure,animation",0,59281555,70000000,6.15,9675.0,Paul Fisher,"animation_department,art_department,writer",2017-09-22 00:00:00,2017,101.0,Warner Bros.,"4,047"
stronger,"biography,drama",0,4211129,30000000,7.0,17123.0,John Pollono,"actor,writer",2017-09-22 00:00:00,2017,119.0,Roadside …,645
