movie_name,genres,percentage_ROI_gross_budget,gross,budget,average_rating,number_vote,primary_name,primary_profession,release_date,release_year,runtime_minutes,distributor,max_theatre_count
pompeii,"action,adventure,drama",0,23169033,80000000,5.45,51272.0,Janet Scott Batchler,"writer,director",2014-02-21 00:00:00,2014,105.0,Sony Pict…,"2,658"
son of god,"biography,drama,history",200,59700064,22000000,6.1,8864.0,Christopher Spencer,"director,writer,producer",2014-02-28 00:00:00,2014,138.0,20th Cent…,"3,271"
300: rise of an empire,"action,fantasy,war",0,106580051,110000000,6.1,133424.0,Kurt Johnstad,"writer,producer,camera_department",2014-03-07 00:00:00,2014,102.0,Warner Bros.,"3,490"
the grand budapest hotel,"adventure,comedy,crime",100,59076019,31000000,8.05,320847.0,Wes Anderson,"writer,director,producer",2014-03-07 00:00:00,2014,99.0,Fox Searc…,"1,467"
mr. peabody & sherman,"adventure,animation,comedy",0,111506430,145000000,6.699999999999999,29317.0,Robert Ben Garant,"producer,writer,actor",2014-03-07 00:00:00,2014,92.0,20th Cent…,"3,951"
the face of love,"drama,mystery,romance",0,385069,4000000,6.15,2389.0,Matthew McDuffie,"writer,actor,director",2014-03-07 00:00:00,2013,92.0,IFC Films,42
krisha,drama,400,144822,30000,8.1,2959.0,Trey Edward Shults,"director,writer,editor",2014-03-07 00:00:00,2015,83.0,A24,26
the mule,"crime,drama,mystery",200,103804407,50000000,5.35,844.0,Don Fiebiger,writer,2014-03-10 00:00:00,2012,96.0,Warner Bros.,"3,329"
the mule,"crime,drama,thriller",200,103804407,50000000,6.75,29516.0,Sam Dolnick,"writer,producer,miscellaneous",2014-03-10 00:00:00,2018,116.0,Warner Bros.,"3,329"
need for speed,"action,crime,thriller",0,43568507,66000000,6.3,78649.0,John Gatins,"actor,writer,producer",2014-03-14 00:00:00,2014,132.0,Walt Disney,"3,115"
bad words,"comedy,drama",0,7779614,10000000,6.550000000000001,22256.0,Andrew Dodge,writer,2014-03-14 00:00:00,2013,89.0,Focus Fea…,"1,074"
veronica mars,"crime,drama,mystery",0,3322127,6000000,6.75,23725.0,Diane Ruggiero,"producer,writer",2014-03-14 00:00:00,2014,107.0,Warner Bros.,347
divergent,"action,adventure,mystery",100,150947895,85000000,6.800000000000001,203991.0,Vanessa Taylor,"producer,writer",2014-03-21 00:00:00,2014,139.0,Lionsgate,"3,936"
blood ties,"action,crime,drama",0,42472,26000000,6.3,9019.0,Guillaume Canet,"actor,writer,director",2014-03-21 00:00:00,2013,127.0,Roadside …,28
muppets most wanted,"adventure,comedy,crime",0,51178893,55000000,6.300000000000001,14745.0,Jim Henson,"actor,writer,producer",2014-03-21 00:00:00,2014,107.0,Walt Disney,"3,194"
50 to 1,drama,0,1069454,10000000,6.4,882.0,Faith Conroy,"miscellaneous,writer,producer",2014-03-21 00:00:00,2014,110.0,Ten Furlongs,133
sabotage,"action,crime,drama",0,10508518,35000000,5.6,28188.0,David Ayer,"writer,director,producer",2014-03-28 00:00:00,2014,109.0,Open Road,"2,486"
oculus,"horror,mystery",500,27695246,5000000,6.45,54326.0,Mike Flanagan,"editor,writer,director",2014-04-03 00:00:00,2013,104.0,Relativity,"2,648"
captain america: the winter soldier,"action,adventure,sci-fi",100,259746958,170000000,7.75,338643.0,Jack Kirby,"writer,animation_department,miscellaneous",2014-04-04 00:00:00,2014,136.0,Walt Disney,"3,938"
rio 2,"adventure,animation,comedy",100,131538435,130000000,6.3,37006.0,Jenny Bicks,"producer,writer,miscellaneous",2014-04-11 00:00:00,2014,101.0,20th Cent…,"3,975"
draft day,"drama,sport",100,28842237,25000000,6.699999999999999,24636.0,Scott Rothman,writer,2014-04-11 00:00:00,2014,110.0,Lionsgate,"2,781"
heaven is for real,"biography,drama,family",700,91386097,12000000,6.0,12315.0,Chris Parker,writer,2014-04-16 00:00:00,2014,99.0,Sony Pict…,"3,048"
13 sins,"horror,thriller",0,9134,4000000,6.3,15063.0,David Birke,writer,2014-04-18 00:00:00,2014,93.0,RADiUS-TWC,45
a haunted house 2,"comedy,fantasy",400,17329487,4000000,5.1,9341.0,Marlon Wayans,"actor,writer,producer",2014-04-18 00:00:00,2014,86.0,Open Road,"2,310"
the word,drama,0,3648,200000,5.75,56.0,Steve Grimaldi,"writer,producer,director",2014-04-22 00:00:00,2013,104.0,Scarlet S…,1
blue ruin,"crime,drama,thriller",0,258384,420000,7.0,29773.0,Jeremy Saulnier,"camera_department,cinematographer,director",2014-04-25 00:00:00,2013,90.0,RADiUS-TWC,61
brick mansions,"action,crime",0,20396829,28000000,5.800000000000001,19218.0,Luc Besson,"writer,producer,director",2014-04-25 00:00:00,2014,90.0,Relativity,"2,647"
the amazing spider-man 2,"action,adventure,sci-fi",100,202853933,200000000,6.5,197791.0,Steve Ditko,writer,2014-05-02 00:00:00,2014,142.0,Sony Pict…,"4,324"
water & power,"crime,drama",0,42557,600000,4.6,50.0,Richard Montoya,"actor,writer,producer",2014-05-02 00:00:00,2013,88.0,North/Sou…,16
palo alto,drama,0,767732,1000000,6.300000000000001,12965.0,Gia Coppola,"director,actress,writer",2014-05-09 00:00:00,2013,100.0,TriBeca F…,72
neighbors,comedy,800,150086800,18000000,6.25,135278.0,Andrew Jay Cohen,"writer,producer,director",2014-05-09 00:00:00,2014,97.0,Universal,"3,311"
godzilla,"action,adventure,sci-fi",100,200676069,160000000,6.25,177870.0,Frank Darabont,"writer,producer,director",2014-05-16 00:00:00,2014,123.0,Warner Bros.,"3,952"
the fault in our stars,"drama,romance",1000,124872350,12000000,7.65,161185.0,John Green,"producer,writer,director",2014-05-16 00:00:00,2014,126.0,20th Cent…,"3,340"
million dollar arm,"biography,drama,sport",100,36447959,25000000,6.9,20680.0,Tom McCarthy,"actor,producer,writer",2014-05-16 00:00:00,2014,124.0,Walt Disney,"3,019"
x-men: days of future past,"action,adventure,sci-fi",100,233921534,200000000,7.75,315070.0,Jack Kirby,"writer,animation_department,miscellaneous",2014-05-23 00:00:00,2014,132.0,20th Cent…,"4,001"
blended,"comedy,romance",100,46290741,45000000,6.6,54100.0,Ivan Menchell,"producer,writer,actor",2014-05-23 00:00:00,2014,117.0,Warner Bros.,"3,555"
maleficent,"action,adventure,family",100,241407328,180000000,7.0,156987.0,Milt Banta,"writer,animation_department",2014-05-30 00:00:00,2014,97.0,Walt Disney,"3,948"
a million ways to die in the west,"comedy,western",100,42720965,40000000,5.949999999999999,81376.0,Seth MacFarlane,"writer,music_department,producer",2014-05-30 00:00:00,2014,116.0,Universal,"3,160"
edge of tomorrow,"action,sci-fi",0,100206256,178000000,7.75,277165.0,Christopher McQuarrie,"writer,producer,director",2014-06-06 00:00:00,2014,113.0,Warner Bros.,"3,505"
obvious child,"comedy,drama,romance",300,3122616,1000000,6.75,10896.0,Harold Manning,"writer,miscellaneous,director",2014-06-06 00:00:00,2014,84.0,A24,202
how to train your dragon 2,"action,adventure,animation",100,177002924,145000000,7.75,141897.0,Dean DeBlois,"writer,animation_department,director",2014-06-13 00:00:00,2014,102.0,20th Cent…,"4,268"
22 jump street,"action,comedy,crime",300,191719337,50000000,6.95,162335.0,Stephen J. Cannell,"writer,producer,actor",2014-06-13 00:00:00,2014,112.0,Sony Pict…,"3,426"
the signal,"drama,mystery,sci-fi",0,600896,4000000,6.0,29654.0,David Frigerio,"writer,producer,director",2014-06-13 00:00:00,2014,97.0,Focus Fea…,204
think like a man too,"comedy,romance",200,65028687,24000000,6.05,9426.0,Steve Harvey,"producer,actor,writer",2014-06-20 00:00:00,2014,106.0,Sony Pict…,"3,049"
jersey boys,"biography,drama,music",100,47047013,40000000,6.85,15395.0,Marshall Brickman,"writer,producer,miscellaneous",2014-06-20 00:00:00,2014,134.0,Warner Bros.,"2,905"
happy christmas,"comedy,drama",0,30312,70000,5.3,3656.0,Joe Swanberg,"writer,actor,producer",2014-06-26 00:00:00,2014,82.0,Magnolia …,9
transformers: age of extinction,"action,adventure,sci-fi",100,245439076,210000000,5.75,144145.0,Ehren Kruger,"writer,producer,executive",2014-06-27 00:00:00,2014,165.0,Paramount…,"4,233"
snowpiercer,"action,drama,sci-fi",0,4563029,40000000,6.949999999999999,122006.0,Joon-ho Bong,"writer,director,producer",2014-06-27 00:00:00,2013,126.0,RADiUS-TWC,356
deliver us from evil,"horror,mystery,thriller",100,30577122,30000000,6.15,32448.0,Paul Harris Boardman,"writer,producer,assistant_director",2014-07-02 00:00:00,2014,118.0,Sony Pict…,"3,049"
earth to echo,"adventure,family,sci-fi",200,38934842,13000000,5.75,9002.0,Andrew Panay,"producer,actor,writer",2014-07-02 00:00:00,2014,91.0,Relativity,"3,230"
tammy,"comedy,romance",400,84525432,20000000,5.050000000000001,22540.0,Melissa McCarthy,"actress,producer,soundtrack",2014-07-03 00:00:00,2014,97.0,Warner Bros.,"3,465"
the girl on the train,thriller,100,75395035,45000000,5.15,422.0,Larry Brand,"writer,director,actor",2014-07-03 00:00:00,2013,80.0,Universal,"3,241"
dawn of the planet of the apes,"action,adventure,drama",100,208545589,170000000,7.449999999999999,198639.0,Mark Bomback,"producer,writer",2014-07-11 00:00:00,2014,130.0,20th Cent…,"3,969"
boyhood,drama,600,25379975,4000000,7.7,159340.0,Richard Linklater,"producer,director,writer",2014-07-11 00:00:00,2014,165.0,IFC Films,775
begin again,"drama,family",200,16170632,8000000,7.1,1073.0,Lisa Spurrier,"actress,producer,writer",2014-07-11 00:00:00,2013,68.0,Weinstein…,"1,302"
the purge: anarchy,"action,horror,sci-fi",700,71562550,9000000,6.55,64978.0,James DeMonaco,"writer,producer,director",2014-07-18 00:00:00,2014,103.0,Universal,"2,856"
sex tape,"comedy,romance",0,38543473,40000000,5.199999999999999,51602.0,Jason Segel,"actor,soundtrack,writer",2014-07-18 00:00:00,2014,94.0,Sony Pict…,"3,062"
i origins,"drama,romance,sci-fi",0,336472,1000000,7.5,53266.0,Mike Cahill,"visual_effects,editor,director",2014-07-18 00:00:00,2014,106.0,Fox Searc…,122
hercules,"action,adventure,fantasy",0,72688614,100000000,5.8,69946.0,Evan Spiliotopoulos,"writer,miscellaneous,producer",2014-07-25 00:00:00,2014,98.0,Paramount…,"3,595"
and so it goes,"comedy,drama,romance",0,15160801,18000000,5.85,5930.0,Mark Andrus,writer,2014-07-25 00:00:00,2014,94.0,Clarius E…,"1,816"
guardians of the galaxy,"action,adventure,comedy",100,333172112,170000000,8.0,483176.0,Steve Gerber,"miscellaneous,writer",2014-08-01 00:00:00,2014,121.0,Walt Disney,"4,088"
teenage mutant ninja turtles,"action,adventure,comedy",100,191204754,125000000,5.8,98239.0,Josh Appelbaum,"producer,writer,camera_department",2014-08-08 00:00:00,2014,101.0,Paramount…,"3,980"
into the storm,"action,adventure,drama",0,47602194,50000000,5.8,31031.0,John Swetnam,"writer,producer,director",2014-08-08 00:00:00,2014,89.0,Warner Bros.,"3,434"
the hundred-foot journey,"comedy,drama",200,54235441,22000000,7.3,35173.0,Steven Knight,"writer,producer,director",2014-08-08 00:00:00,2014,122.0,Walt Disney,"2,167"
the expendables 3,"action,adventure,thriller",0,39322544,100000000,6.1,79654.0,Sylvester Stallone,"actor,writer,producer",2014-08-15 00:00:00,2014,126.0,Lionsgate,"3,221"
sin city: a dame to kill for,"crime,thriller",0,13757804,65000000,6.4,71438.0,Frank Miller,"writer,producer,actor",2014-08-22 00:00:00,2014,102.0,Weinstein…,"2,894"
if i stay,"drama,fantasy,music",400,50474843,11000000,7.1,55164.0,Shauna Cross,"writer,casting_department,producer",2014-08-22 00:00:00,2014,107.0,Warner Bros.,"3,157"
when the game stands tall,"drama,family,sport",200,30127963,15000000,6.65,7341.0,Scott Marshall Smith,"writer,director,producer",2014-08-22 00:00:00,2014,115.0,Sony Pict…,"2,766"
the november man,"action,crime,thriller",100,25018119,15000000,6.199999999999999,30072.0,Bill Granger,writer,2014-08-27 00:00:00,2014,108.0,Relativity,"2,776"
"as above, so below","adventure,horror,mystery",400,21222315,5000000,6.2,34106.0,John Erick Dowdle,"director,writer,producer",2014-08-29 00:00:00,2014,93.0,Universal,"2,650"
the homesman,"drama,western",0,2429989,16000000,6.55,14056.0,Tommy Lee Jones,"actor,director,soundtrack",2014-08-29 00:00:00,2014,122.0,Roadside …,222
falcon rising,"action,adventure",0,11774,4500000,5.8,3540.0,Y.T. Parazi,writer,2014-09-05 00:00:00,2014,103.0,Freestyle…,10
frontera,"drama,thriller,western",0,59696,2300000,6.449999999999999,3470.0,Louis Moulinet,"art_department,actor,writer",2014-09-05 00:00:00,2014,103.0,Magnolia …,14
the drop,"crime,drama",0,10724389,12600000,6.9,66688.0,Dennis Lehane,"writer,producer,actor",2014-09-12 00:00:00,2014,106.0,Fox Searc…,"1,192"
no good deed,"action,crime,drama",300,52543632,13200000,5.699999999999999,8165.0,Aimee Lagos,"writer,producer,miscellaneous",2014-09-12 00:00:00,2014,84.0,Sony Pict…,"2,175"
the skeleton twins,"comedy,drama,romance",500,5284309,1000000,6.75,18593.0,Mark Heyman,"writer,producer,director",2014-09-12 00:00:00,2014,93.0,Lionsgate…,461
dolphin tale 2,"drama,family",100,42024533,36000000,6.550000000000001,3876.0,Charles Martin Smith,"actor,director,writer",2014-09-12 00:00:00,2014,107.0,Warner Bros.,"3,656"
the maze runner,"action,mystery,sci-fi",300,102427862,34000000,6.949999999999999,198832.0,Grant Pierce Myers,"writer,miscellaneous,camera_department",2014-09-19 00:00:00,2014,113.0,20th Cent…,"3,638"
a walk among the tombstones,"action,crime,drama",0,26017685,28000000,6.4,53400.0,Lawrence Block,"writer,producer,actor",2014-09-19 00:00:00,2014,114.0,Universal,"2,714"
this is where i leave you,"comedy,drama",100,34296320,20000000,6.6,32948.0,Jonathan Tropper,"writer,producer,director",2014-09-19 00:00:00,2014,103.0,Warner Bros.,"2,868"
tusk,"comedy,drama,horror",0,1821983,3000000,5.3,20714.0,Kevin Smith,"producer,writer,actor",2014-09-19 00:00:00,2014,102.0,A24,602
not cool,"comedy,drama,romance",0,35688,800000,4.35,2569.0,Dan Schoffer,"actor,writer",2014-09-23 00:00:00,2014,93.0,Starz Media,1
the equalizer,"action,crime,thriller",100,101530738,55000000,7.2,153645.0,Michael Sloan,"writer,producer,miscellaneous",2014-09-26 00:00:00,2014,132.0,Sony Pict…,"3,236"
the boxtrolls,"adventure,animation,comedy",0,50837305,60000000,6.75,25889.0,Irena Brignull,"miscellaneous,writer",2014-09-26 00:00:00,2014,96.0,Focus Fea…,"3,464"
two night stand,"comedy,romance",0,15600,1600000,6.45,30875.0,Mark Hammer,"writer,producer",2014-09-26 00:00:00,2014,86.0,Entertain…,5
gone girl,"drama,mystery,thriller",200,167767189,61000000,8.0,386025.0,Gillian Flynn,"writer,producer,actress",2014-10-03 00:00:00,2014,149.0,20th Cent…,"3,284"
dracula untold,"action,drama,fantasy",0,55991880,70000000,6.25,84274.0,Bram Stoker,"writer,miscellaneous",2014-10-03 00:00:00,2014,92.0,Universal,"2,900"
annabelle,"horror,mystery,thriller",1200,84273813,6500000,5.5,62698.0,Gary Dauberman,"writer,producer,director",2014-10-03 00:00:00,2014,99.0,Warner Bros.,"3,215"
left behind,"action,drama,fantasy",0,14019924,16000000,3.55,17114.0,Jerry B. Jenkins,"writer,producer",2014-10-03 00:00:00,2014,110.0,Freestyle…,"1,887"
the judge,"crime,drama",0,47119388,50000000,7.35,82654.0,David Dobkin,"producer,director,writer",2014-10-10 00:00:00,2014,141.0,Warner Bros.,"3,003"
kill the messenger,"biography,crime,drama",0,2450846,5000000,6.8,20869.0,Peter Landesman,"writer,director,producer",2014-10-10 00:00:00,2014,112.0,Focus Fea…,427
addicted,drama,300,17390770,5000000,6.25,64.0,Dan Jenski,"writer,producer,production_manager",2014-10-10 00:00:00,2017,109.0,Lionsgate,"1,037"
addicted,"drama,thriller",300,17390770,5000000,5.25,3871.0,Ernie Barbarash,"director,producer,writer",2014-10-10 00:00:00,2014,106.0,Lionsgate,"1,037"
fury,"action,drama,war",100,85817906,80000000,7.5,194323.0,David Ayer,"writer,director,producer",2014-10-17 00:00:00,2014,134.0,Sony Pict…,"3,313"
camp x-ray,"drama,war",0,9837,1000000,6.85,18659.0,Peter Sattler,"art_department,director,writer",2014-10-17 00:00:00,2014,117.0,IFC Films,7
the book of life,"adventure,animation,comedy",100,50151543,50000000,7.35,30357.0,Doug Langdale,"writer,miscellaneous,producer",2014-10-17 00:00:00,2014,95.0,20th Cent…,"3,113"
the best of me,"drama,romance",100,26766213,26000000,7.0,30631.0,J. Mills Goodloe,"miscellaneous,writer,actor",2014-10-17 00:00:00,2014,118.0,Relativity,"2,936"
rudderless,"comedy,drama,music",0,56001,5000000,7.45,8226.0,William H. Macy,"actor,writer,soundtrack",2014-10-17 00:00:00,2014,105.0,Samuel Go…,18
dear white people,"comedy,drama,romance",300,4404154,1250000,6.1,11808.0,Justin Simien,"writer,producer,director",2014-10-17 00:00:00,2014,108.0,Lionsgate…,392
john wick,"action,crime,thriller",100,43037835,30000000,7.300000000000001,230011.0,Derek Kolstad,"writer,producer",2014-10-24 00:00:00,2014,101.0,Lionsgate,"2,589"
ouija,"horror,mystery,thriller",1000,50856010,5000000,4.8,22862.0,Stiles White,"special_effects,writer,producer",2014-10-24 00:00:00,2014,89.0,Universal,"2,899"
23 blast,"drama,family,sport",0,549185,1000000,6.5,799.0,Bram Hoover,"actor,writer,producer",2014-10-24 00:00:00,2014,98.0,Abramoram…,617
nightcrawler,"crime,drama,thriller",300,32381218,8500000,7.800000000000001,205168.0,Dan Gilroy,"writer,director,producer",2014-10-31 00:00:00,2014,117.0,Open Road,"2,766"
st. vincent,"comedy,drama",300,44137712,13000000,7.199999999999999,45220.0,Theodore Melfi,"producer,director,writer",2014-10-31 00:00:00,2014,102.0,Weinstein…,"2,552"
interstellar,"adventure,drama,sci-fi",100,188017894,165000000,8.399999999999999,658965.0,Christopher Nolan,"writer,producer,director",2014-11-05 00:00:00,2014,169.0,Paramount…,"3,561"
big hero 6,"action,adventure,animation",100,222527828,165000000,7.8,190690.0,Robert L. Baird,"writer,producer,miscellaneous",2014-11-07 00:00:00,2014,102.0,Walt Disney,"3,773"
skin trade,documentary,0,1242,9000000,7.2,63.0,Shannon Keith,"writer,producer,director",2014-11-07 00:00:00,2010,78.0,Magnolia …,1
rosewater,"biography,drama",0,3128941,10000000,6.65,4978.0,Maziar Bahari,"director,producer,writer",2014-11-07 00:00:00,2014,103.0,Open Road,371
dumb and dumber to,"adventure,comedy",200,86208010,40000000,5.55,60244.0,Mike Cerrone,"actor,writer,production_manager",2014-11-14 00:00:00,2014,109.0,Universal,"3,188"
beyond the lights,"drama,music,romance",200,14618727,7000000,6.95,7180.0,Gina Prince-Bythewood,"writer,producer,director",2014-11-14 00:00:00,2014,116.0,Relativity,"1,789"
the hunger games: mockingjay - part 1,"action,adventure,sci-fi",200,337135885,125000000,6.699999999999999,194568.0,Peter Craig,"writer,actor,producer",2014-11-21 00:00:00,2014,123.0,Lionsgate,"4,151"
penguins of madagascar,"adventure,animation,comedy",0,83350911,132000000,6.550000000000001,37412.0,Mark Burton,"writer,miscellaneous,producer",2014-11-26 00:00:00,2014,92.0,20th Cent…,"3,775"
horrible bosses 2,"comedy,crime",100,54445357,40000000,6.25,73511.0,Michael Markowitz,"producer,writer,miscellaneous",2014-11-26 00:00:00,2014,108.0,Warner Bros.,"3,400"
the theory of everything,"biography,drama,romance",200,35893537,15000000,7.800000000000001,183973.0,Anthony McCarten,"writer,producer,director",2014-11-26 00:00:00,2014,123.0,Focus Fea…,"1,220"
the babadook,"drama,horror",0,950792,2000000,6.6,87469.0,Jennifer Kent,"actress,director,writer",2014-11-28 00:00:00,2014,94.0,IFC Midnight,80
still alice,drama,300,18656400,5000000,7.5,59389.0,Richard Glatzer,"miscellaneous,producer,writer",2014-12-05 00:00:00,2014,101.0,Sony Pict…,"1,318"
wild,"adventure,biography,drama",200,37880356,15000000,7.05,55796.0,Nick Hornby,"writer,producer,soundtrack",2014-12-05 00:00:00,2014,115.0,Fox Searc…,"1,361"
exodus: gods and kings,"action,adventure,drama",0,65014513,140000000,5.85,76883.0,Steven Zaillian,"writer,producer,director",2014-12-12 00:00:00,2014,150.0,20th Cent…,"3,503"
top five,"comedy,romance",200,25317379,12000000,6.35,12512.0,Chris Rock,"producer,actor,writer",2014-12-12 00:00:00,2014,102.0,Paramount…,"1,426"
the hobbit: the battle of the five armies,"adventure,fantasy",100,255119788,250000000,7.35,223506.0,Peter Jackson,"producer,director,writer",2014-12-17 00:00:00,2014,144.0,Warner Bros.,"3,875"
the imitation game,"biography,drama,thriller",600,91125143,15000000,8.05,315615.0,Andrew Hodges,writer,2014-12-19 00:00:00,2014,114.0,Weinstein…,"2,402"
night at the museum: secret of the tomb,"adventure,comedy,family",0,113746621,127000000,6.15,48319.0,Mark Friedman,"writer,producer,sound_department",2014-12-19 00:00:00,2014,98.0,20th Cent…,"3,914"
annie,"comedy,drama,family",100,85911262,65000000,5.699999999999999,16005.0,Aline Brosh McKenna,"writer,producer,soundtrack",2014-12-19 00:00:00,2014,118.0,Sony Pict…,"3,197"
american sniper,"action,biography,drama",600,350126372,58000000,7.35,204786.0,Jason Hall,"actor,writer,producer",2014-12-25 00:00:00,2014,133.0,Warner Bros.,"3,885"
