movie_name,genres,percentage_ROI_gross_budget,gross,budget,opening_weekend_boxoffice,average_rating,number_vote,primary_name,primary_profession,release_date,release_year,runtime_minutes,distributor,max_theatre_count
skyline,"action,sci-fi,thriller",214.16,21416355.0,10000000.0,11692415.0,4.6,42271.0,Joshua Cordes,"visual_effects,writer,director",2010-11-12 00:00:00,2010,92.0,Universal,"2,883"
tiny furniture,"comedy,drama,romance",783.35,391674.0,50000.0,21235.0,6.050000000000001,6739.0,Lena Dunham,"writer,actress,producer",2010-11-12 00:00:00,2010,98.0,IFC Films,21
the next three days,"action,crime,drama",70.5,21148651.0,30000000.0,6542779.0,7.2,84767.0,Fred Cavayé,"writer,director,assistant_director",2010-11-19 00:00:00,2010,133.0,Lionsgate,"2,564"
faster,"action,crime,drama",96.83,23240020.0,24000000.0,8523153.0,6.35,47256.0,Joe Gayton,"writer,miscellaneous,producer",2010-11-23 00:00:00,2010,98.0,CBS Films,"2,470"
burlesque,"drama,music,musical",71.71,39440655.0,55000000.0,11947744.0,6.75,36108.0,Steve Antin,"actor,writer,producer",2010-11-23 00:00:00,2010,119.0,Sony Pict…,"3,037"
tangled,"adventure,animation,comedy",77.24,200821936.0,260000000.0,48767052.0,7.65,186386.0,Jacob Grimm,writer,2010-11-24 00:00:00,2010,100.0,Walt Disney,"3,603"
the nutcracker in 3d,"action,family,fantasy",0.22,195459.0,90000000.0,65944.0,4.9,1608.0,Andrey Konchalovskiy,"writer,director,producer",2010-11-24 00:00:00,2010,110.0,Freestyle…,115
black swan,"drama,thriller",822.73,106954678.0,13000000.0,1443809.0,7.8,328614.0,Andres Heinz,"writer,director",2010-12-03 00:00:00,2010,108.0,Fox Searc…,"2,407"
the warrior's way,"action,fantasy,western",13.49,5666340.0,42000000.0,3048665.0,6.199999999999999,12237.0,Scott Reynolds,"director,writer",2010-12-03 00:00:00,2010,100.0,Relativity,"1,622"
all good things,"crime,drama,mystery",2.91,582024.0,20000000.0,37172.0,6.15,25088.0,Marc Smerling,"producer,director,writer",2010-12-03 00:00:00,2010,101.0,Magnolia …,35
the tourist,"action,adventure,thriller",67.63,67631157.0,100000000.0,16472458.0,6.05,104923.0,Christopher McQuarrie,"writer,producer,director",2010-12-10 00:00:00,2010,103.0,Sony Pict…,"2,756"
the tempest,"comedy,drama,fantasy",1.39,277943.0,20000000.0,42436.0,5.6,3562.0,William Shakespeare,"writer,soundtrack,miscellaneous",2010-12-10 00:00:00,2010,110.0,Miramax,21
rabbit hole,drama,44.58,2229058.0,5000000.0,53778.0,6.9,22824.0,David Lindsay-Abaire,"writer,soundtrack,music_department",2010-12-16 00:00:00,2010,91.0,Lionsgate,131
the fighter,"biography,drama,sport",851.06,93617009.0,11000000.0,300010.0,7.55,159432.0,Scott Silver,"writer,director,producer",2010-12-17 00:00:00,2010,116.0,Paramount…,"2,534"
casino jack,"biography,comedy,crime",16.32,2039869.0,12500000.0,34528.0,6.15,8170.0,Norman Snider,"writer,actor,producer",2010-12-17 00:00:00,2010,108.0,Samuel Go…,60
yogi bear,"adventure,animation,comedy",125.31,100246011.0,80000000.0,16411322.0,4.949999999999999,9660.0,Joseph Barbera,"producer,director,writer",2010-12-17 00:00:00,2010,80.0,Warner Bros.,"3,515"
little fockers,"comedy,romance",148.44,148438600.0,100000000.0,30833665.0,5.55,50552.0,Mary Ruth Clarke,"writer,actress",2010-12-21 00:00:00,2010,98.0,Universal,"3,675"
true grit,"adventure,drama,western",489.27,171243005.0,35000000.0,24830443.0,7.4,143425.0,Ethan Coen,"producer,writer,director",2010-12-22 00:00:00,2010,110.0,Paramount…,"3,464"
somewhere,"comedy,drama",25.51,1785645.0,7000000.0,119086.0,6.199999999999999,20313.0,Sofia Coppola,"actress,director,writer",2010-12-22 00:00:00,2010,97.0,Focus Fea…,83
country strong,"drama,music",134.79,20218921.0,15000000.0,30452.0,6.3,8211.0,Shana Feste,"director,writer,actress",2010-12-22 00:00:00,2010,117.0,Sony Pict…,"1,441"
gulliver's travels,"adventure,comedy,family",38.2,42779261.0,112000000.0,6307691.0,5.0,31230.0,Joe Stillman,"writer,producer,miscellaneous",2010-12-25 00:00:00,2010,85.0,20th Cent…,"3,089"
blue valentine,"drama,romance",973.79,9737892.0,1000000.0,193728.0,7.15,85883.0,Derek Cianfrance,"director,writer,cinematographer",2010-12-29 00:00:00,2010,112.0,Weinstein…,450
snatched,thriller,109.17,45852178.0,42000000.0,19542248.0,4.5,72.0,Robert Foulkes,"location_management,writer,producer",2011-01-01 00:00:00,2018,90.0,20th Cent…,"3,511"
snatched,comedy,109.17,45852178.0,42000000.0,19542248.0,4.5,31.0,Alan Donnes,"producer,writer,actor",2011-01-01 00:00:00,2011,81.0,20th Cent…,"3,511"
the d train,"comedy,drama",22.32,669688.0,3000000.0,447661.0,5.5,5034.0,Jarrad Paul,"actor,writer,producer",2011-01-01 00:00:00,2015,101.0,IFC Films,"1,009"
the looking glass,"drama,music",0.57,1711.0,300000.0,214.0,5.4,78.0,Dorothy Tristan,"actress,writer",2011-01-01 00:00:00,2015,110.0,First Run…,2
snitch,"action,drama,thriller",286.2,42930462.0,15000000.0,13167607.0,3.75,39071.0,Ric Roman Waugh,"stunts,writer,director",2011-01-01 00:00:00,2013,112.0,Lionsgate,"2,511"
season of the witch,"action,adventure,fantasy",62.07,24827228.0,40000000.0,10612375.0,5.35,43564.0,Bragi F. Schut,"writer,producer,director",2011-01-07 00:00:00,2011,95.0,Relativity,"2,827"
the green hornet,"action,comedy,crime",89.8,98780042.0,110000000.0,33526876.0,5.65,75259.0,Seth Rogen,"actor,writer,producer",2011-01-13 00:00:00,2011,119.0,Sony Pict…,"3,584"
the dilemma,"comedy,drama",69.25,48475290.0,70000000.0,17816230.0,5.3,24298.0,Allan Loeb,"writer,producer,actor",2011-01-13 00:00:00,2011,111.0,Universal,"2,943"
black panther,"action,adventure,sci-fi",350.03,700059566.0,200000000.0,202003951.0,6.199999999999999,258079.0,Jack Kirby,"writer,animation_department,miscellaneous",2011-01-18 00:00:00,2018,134.0,Walt Disney,"4,084"
no strings attached,"comedy,romance",282.65,70662220.0,25000000.0,19652921.0,6.2,100137.0,Michael Samonek,"writer,director,composer",2011-01-21 00:00:00,2011,108.0,Paramount…,"3,050"
sound of my voice,"drama,mystery,sci-fi",302.23,408015.0,135000.0,36134.0,6.5,9778.0,Brit Marling,"actress,writer,producer",2011-01-22 00:00:00,2011,85.0,Fox Searc…,48
the mechanic,"action,crime,thriller",68.52,29121498.0,42500000.0,11422006.0,6.449999999999999,71465.0,Lewis John Carlino,"writer,director,miscellaneous",2011-01-28 00:00:00,2011,93.0,CBS Films,"2,704"
the rite,"drama,horror,mystery",89.32,33047633.0,37000000.0,14789393.0,5.95,43299.0,Michael Petroni,"writer,actor,producer",2011-01-28 00:00:00,2011,114.0,Warner Bros.,"2,985"
a little bit of heaven,"comedy,drama,fantasy",0.08,10011.0,12500000.0,10011.0,6.3,13387.0,Gren Wells,"writer,director,actress",2011-02-03 00:00:00,2011,106.0,Alchemy,11
the other woman,"comedy,romance",209.78,83911193.0,40000000.0,24763752.0,6.1,61554.0,Melissa Stack,"writer,director",2011-02-04 00:00:00,2014,109.0,20th Cent…,"3,306"
the roommate,"drama,thriller",233.13,37300107.0,16000000.0,15002635.0,5.15,16734.0,Sonny Mallhi,"producer,writer,director",2011-02-04 00:00:00,2011,91.0,Sony Pict…,"2,534"
sanctum,"adventure,drama,thriller",77.36,23209310.0,30000000.0,9447930.0,5.9,25916.0,Andrew Wight,"producer,writer,miscellaneous",2011-02-04 00:00:00,2011,108.0,Universal,"2,789"
just go with it,"comedy,romance",128.79,103028109.0,80000000.0,30514732.0,6.4,101945.0,Timothy Dowling,"actor,writer,miscellaneous",2011-02-11 00:00:00,2011,117.0,Sony Pict…,"3,548"
cedar rapids,comedy,68.61,6861102.0,10000000.0,302968.0,6.15,17482.0,Phil Johnston,"writer,producer,actor",2011-02-11 00:00:00,2011,87.0,Fox Searc…,462
mooz-lum,"drama,family",24.15,362239.0,1500000.0,139832.0,5.75,487.0,Qasim Basir,"writer,director,editor",2011-02-11 00:00:00,2010,94.0,Peace Fil…,25
"big mommas: like father, like son","action,comedy,crime",118.49,37915414.0,32000000.0,16300803.0,4.95,12071.0,Darryl Quarles,"producer,writer,director",2011-02-18 00:00:00,2011,107.0,20th Cent…,"2,821"
unknown,"action,mystery,thriller",159.22,63686397.0,40000000.0,21856389.0,6.75,118605.0,Oliver Butcher,writer,2011-02-18 00:00:00,2011,113.0,Warner Bros.,"3,043"
i am number four,"action,adventure,sci-fi",110.2,55100437.0,50000000.0,19449893.0,6.05,110283.0,James Frey,"producer,writer,actor",2011-02-18 00:00:00,2011,111.0,Walt Disney,"3,156"
drive angry,"action,fantasy,thriller",21.44,10721033.0,50000000.0,5187625.0,5.35,45581.0,Todd Farmer,"writer,actor",2011-02-24 00:00:00,2011,104.0,Summit En…,"2,290"
hall pass,"comedy,romance",66.27,45060734.0,68000000.0,13535374.0,5.7,57392.0,Kevin Barnett,"producer,writer,miscellaneous",2011-02-25 00:00:00,2011,105.0,Warner Bros.,"2,950"
the grace card,drama,1215.37,2430735.0,200000.0,1010299.0,6.55,1253.0,Howard Klausner,"writer,producer,director",2011-02-25 00:00:00,2010,101.0,Samuel Go…,352
rango,"adventure,animation,comedy",91.46,123477607.0,135000000.0,38079323.0,6.9,109586.0,James Ward Byrkit,"director,writer,art_department",2011-03-03 00:00:00,2011,107.0,Paramount…,"3,923"
the adjustment bureau,"romance,sci-fi,thriller",124.49,62495645.0,50200000.0,21157730.0,6.85,115115.0,Philip K. Dick,writer,2011-03-04 00:00:00,2011,106.0,Universal,"2,847"
take me home tonight,"comedy,drama,romance",36.46,6928068.0,19000000.0,3464679.0,6.199999999999999,24366.0,Jackie Filgo,"producer,writer,miscellaneous",2011-03-04 00:00:00,2011,97.0,Relativity,"2,003"
beastly,"drama,fantasy,romance",163.92,27865571.0,17000000.0,9851102.0,5.85,37173.0,Daniel Barnz,"director,writer,producer",2011-03-04 00:00:00,2011,86.0,CBS Films,"1,959"
limitless,"mystery,sci-fi,thriller",293.52,79249455.0,27000000.0,18907302.0,7.25,249392.0,Leslie Dixon,"producer,writer",2011-03-08 00:00:00,2011,105.0,Relativity,"2,838"
the family,"horror,thriller",123.06,36918811.0,30000000.0,14034764.0,4.2,419.0,Joe Hollow,"producer,actor,writer",2011-03-10 00:00:00,2011,88.0,Relativity,"3,091"
red riding hood,"fantasy,horror,mystery",89.67,37662162.0,42000000.0,14005335.0,5.7,52126.0,David Leslie Johnson-McGoldrick,"producer,writer,miscellaneous",2011-03-11 00:00:00,2011,100.0,Warner Bros.,"3,030"
mars needs moms,"adventure,animation,family",14.26,21392758.0,150000000.0,6914488.0,5.550000000000001,10061.0,Berkeley Breathed,"writer,director,art_department",2011-03-11 00:00:00,2011,88.0,Walt Disney,"3,117"
kill the irishman,"biography,crime,drama",9.9,1188194.0,12000000.0,145430.0,7.0,20889.0,Jonathan Hensleigh,"writer,director,producer",2011-03-11 00:00:00,2011,106.0,Anchor Ba…,56
the divide,western,0.6,18000.0,3000000.0,16700.0,6.9,154.0,Jana F. Brown,"writer,miscellaneous",2011-03-13 00:00:00,2018,91.62130403630285,Anchor Ba…,7
paul,"adventure,comedy,sci-fi",93.53,37412945.0,40000000.0,13043310.0,6.75,111792.0,Nick Frost,"actor,producer,writer",2011-03-17 00:00:00,2011,104.0,Universal,"2,806"
the lincoln lawyer,"crime,drama,thriller",145.02,58009200.0,40000000.0,13206453.0,7.199999999999999,98817.0,Michael Connelly,"writer,producer,actor",2011-03-18 00:00:00,2011,118.0,Lionsgate,"2,707"
the 5th quarter,"biography,drama,sport",6.8,408159.0,6000000.0,202342.0,5.2,697.0,Rick Bieber,"producer,director,writer",2011-03-25 00:00:00,2010,90.0,Rocky Mou…,123
sucker punch,"action,adventure,fantasy",48.52,36392502.0,75000000.0,19058199.0,6.05,110543.0,Steve Shibuya,"camera_department,writer,special_effects",2011-03-25 00:00:00,2011,110.0,Warner Bros.,"3,033"
diary of a wimpy kid: rodrick rules,"comedy,family",292.77,52698535.0,18000000.0,23751502.0,6.5,11813.0,Gabe Sachs,"writer,producer,director",2011-03-25 00:00:00,2011,99.0,20th Cent…,"3,169"
raymond did it,horror,9.08,3632.0,40000.0,3192.0,3.5,109.0,Travis Legge,"editor,writer,director",2011-03-27 00:00:00,2011,83.0,Plastic A…,1
super,"action,comedy,drama",13.11,327716.0,2500000.0,46549.0,6.699999999999999,35665.0,James Gunn,"writer,producer,director",2011-03-31 00:00:00,2010,96.0,IFC Films,38
insidious,"horror,mystery,thriller",3600.61,54009150.0,1500000.0,13271464.0,6.9,128889.0,Leigh Whannell,"actor,writer,producer",2011-04-01 00:00:00,2010,103.0,FilmDistrict,"2,419"
hop,"adventure,animation,comedy",171.56,108085305.0,63000000.0,37543710.0,5.5,14752.0,Ken Daurio,"writer,director,producer",2011-04-01 00:00:00,2011,95.0,Universal,"3,616"
source code,"action,drama,sci-fi",170.98,54712227.0,32000000.0,14812094.0,7.35,228282.0,Ben Ripley,"writer,producer",2011-04-01 00:00:00,2011,93.0,Summit En…,"2,971"
trust,"crime,drama,thriller",3.0,120016.0,4000000.0,58214.0,6.75,19989.0,Robert Festinger,"writer,director,miscellaneous",2011-04-01 00:00:00,2010,106.0,Alchemy,28
hanna,"action,drama,thriller",134.2,40259119.0,30000000.0,12370549.0,6.699999999999999,90561.0,David Farr,actor,2011-04-08 00:00:00,2011,111.0,Focus Fea…,"2,545"
soul surfer,"biography,drama,family",243.63,43853424.0,18000000.0,10601862.0,7.05,21173.0,Matt Allen,"writer,assistant_director,art_department",2011-04-08 00:00:00,2011,112.0,Sony Pict…,"2,240"
arthur,"comedy,romance",82.59,33035397.0,40000000.0,12222756.0,5.6,24706.0,Peter Baynham,"writer,actor,producer",2011-04-08 00:00:00,2011,110.0,Warner Bros.,"3,276"
vacation,"adventure,comedy",189.95,58884188.0,31000000.0,14681108.0,6.55,43791.0,John Hughes,"writer,producer,director",2011-04-10 00:00:00,2015,99.0,Warner Bros.,"3,430"
scream 4,"horror,mystery",95.45,38180928.0,40000000.0,18692090.0,6.2,60194.0,Kevin Williamson,"writer,producer,actor",2011-04-11 00:00:00,2011,111.0,Weinstein…,"3,314"
the last godfather,"comedy,crime,romance",1.23,164247.0,13400000.0,101779.0,4.300000000000001,540.0,Hyung-rae Shim,"actor,director,producer",2011-04-11 00:00:00,2010,100.0,Roadside …,58
the forest,"horror,thriller",265.94,26594261.0,10000000.0,12741176.0,3.0,68.0,Shan Serafin,"director,writer,producer",2011-04-14 00:00:00,2011,98.0,Focus / G…,"2,509"
rio,"adventure,animation,comedy",159.58,143619809.0,90000000.0,39225962.0,6.75,97675.0,Sam Harper,"writer,producer,director",2011-04-15 00:00:00,2011,96.0,20th Cent…,"3,842"
the conspirator,"crime,drama,history",46.15,11538204.0,25000000.0,3506602.0,6.7,13321.0,James D. Solomon,"miscellaneous,writer,producer",2011-04-15 00:00:00,2010,122.0,Roadside …,849
water for elephants,"drama,romance",154.5,58709717.0,38000000.0,16842353.0,6.9,53719.0,Richard LaGravenese,"writer,producer,director",2011-04-22 00:00:00,2011,120.0,20th Cent…,"2,820"
fast five,"action,crime,thriller",168.03,210031325.0,125000000.0,86198765.0,7.25,167093.0,Chris Morgan,"writer,producer,miscellaneous",2011-04-28 00:00:00,2011,130.0,Universal,"3,793"
prom,"comedy,drama,family",126.63,10130219.0,8000000.0,4712638.0,5.7,7277.0,Katie Wech,"producer,writer,miscellaneous",2011-04-29 00:00:00,2011,104.0,Walt Disney,"2,730"
sinister,"horror,mystery,thriller",1602.9,48086903.0,3000000.0,18007634.0,5.3,99176.0,Scott Derrickson,"writer,director,producer",2011-05-03 00:00:00,2012,110.0,Lionsgate,"2,542"
something borrowed,"comedy,drama,romance",111.56,39046489.0,35000000.0,13945368.0,6.0,27452.0,Jennie Snyder Urman,"producer,writer,miscellaneous",2011-05-05 00:00:00,2011,112.0,Warner Bros.,"2,904"
the beaver,drama,4.62,970816.0,21000000.0,107577.0,6.5,22818.0,Kyle Killen,"writer,producer,director",2011-05-05 00:00:00,2011,91.0,Summit En…,168
thor,"action,adventure,fantasy",120.69,181030624.0,150000000.0,65723338.0,6.85,348014.0,Jack Kirby,"writer,animation_department,miscellaneous",2011-05-06 00:00:00,2011,115.0,Paramount…,"3,963"
jumping the broom,"comedy,drama",532.79,37295394.0,7000000.0,15215487.0,5.85,4596.0,Elizabeth Hunter,"producer,miscellaneous,writer",2011-05-06 00:00:00,2011,112.0,Sony Pict…,"2,035"
there be dragons,"biography,drama,war",2.97,1069334.0,36000000.0,705537.0,5.449999999999999,2209.0,Roland Joffé,"director,producer,writer",2011-05-06 00:00:00,2011,122.0,Samuel Go…,259
priest,"action,adventure,fantasy",48.56,29136626.0,60000000.0,14953664.0,5.6,54738.0,Cory Goodman,"writer,producer",2011-05-13 00:00:00,2011,87.0,Sony Pict…,"2,864"
bridesmaids,"comedy,romance",520.65,169211718.0,32500000.0,26247410.0,6.65,126142.0,Kristen Wiig,"actress,soundtrack,producer",2011-05-13 00:00:00,2011,125.0,Universal,"2,958"
everything must go,"comedy,drama",54.24,2712131.0,5000000.0,791676.0,6.2,23050.0,Raymond Carver,"writer,soundtrack,miscellaneous",2011-05-13 00:00:00,2010,97.0,Roadside …,245
go for it!,"drama,musical",7.36,180237.0,2450000.0,119714.0,4.95,541.0,Carmen Marron,"director,writer,producer",2011-05-13 00:00:00,2011,105.0,Lionsgate,218
pirates of the caribbean: on stranger tides,"action,adventure,fantasy",58.71,241063875.0,410600000.0,90151958.0,6.5,228097.0,Stuart Beattie,"writer,director,producer",2011-05-20 00:00:00,2011,136.0,Walt Disney,"4,164"
midnight in paris,"comedy,fantasy,romance",189.39,56816662.0,30000000.0,599003.0,7.6,180232.0,Woody Allen,"writer,director,actor",2011-05-20 00:00:00,2011,94.0,Sony Pict…,"1,038"
the hangover part ii,"comedy,mystery",318.08,254464305.0,80000000.0,85946294.0,6.45,219515.0,Scot Armstrong,"producer,writer,director",2011-05-25 00:00:00,2011,102.0,Warner Bros.,"3,675"
kung fu panda 2,"action,adventure,animation",110.17,165249063.0,150000000.0,47656302.0,6.95,116046.0,Jonathan Aibel,"producer,writer,miscellaneous",2011-05-25 00:00:00,2011,90.0,Paramount…,"3,952"
the tree of life,"drama,fantasy",38.02,13305665.0,35000000.0,372920.0,6.699999999999999,78998.0,Terrence Malick,"writer,producer,director",2011-05-27 00:00:00,2011,139.0,Fox Searc…,237
beautiful boy,drama,30.54,7634767.0,25000000.0,218888.0,6.3,3052.0,Shawn Ku,"producer,director,writer",2011-06-03 00:00:00,2010,100.0,Amazon St…,"1,052"
paranoia,"drama,thriller",18.47,7388654.0,40000000.0,3528376.0,5.1,16575.0,Joseph Finder,"writer,producer",2011-06-07 00:00:00,2013,106.0,Relativity,"2,459"
super 8,"mystery,sci-fi,thriller",254.01,127004179.0,50000000.0,35451168.0,6.85,162254.0,J.J. Abrams,"producer,writer,music_department",2011-06-09 00:00:00,2011,112.0,Paramount…,"3,424"
cars 2,"adventure,animation,comedy",95.73,191450875.0,200000000.0,66135507.0,6.050000000000001,71486.0,John Lasseter,"producer,writer,director",2011-06-16 00:00:00,2011,106.0,Walt Disney,"4,115"
green lantern,"action,adventure,sci-fi",58.3,116601172.0,200000000.0,53174303.0,5.3,128285.0,Greg Berlanti,"producer,writer,director",2011-06-17 00:00:00,2011,114.0,Warner Bros.,"3,816"
beginners,"comedy,drama,romance",180.97,5790894.0,3200000.0,141340.0,7.050000000000001,42151.0,Mike Mills,"soundtrack,director,writer",2011-06-17 00:00:00,2010,105.0,Focus Fea…,170
the art of getting by,"drama,romance",35.76,1430241.0,4000000.0,679160.0,6.55,27217.0,Gavin Wiesen,"director,writer,producer",2011-06-17 00:00:00,2011,83.0,Fox Searc…,610
l!fe happens,comedy,3.32,30905.0,930000.0,20186.0,5.449999999999999,3660.0,Kat Coiro,"actress,director,producer",2011-06-18 00:00:00,2011,100.0,PMK*BNC,16
bad teacher,"comedy,romance",527.86,100292856.0,19000000.0,31603106.0,5.6,92041.0,Lee Eisenberg,"producer,writer,miscellaneous",2011-06-19 00:00:00,2011,92.0,Sony Pict…,"3,049"
a better life,"drama,romance",17.59,1759252.0,10000000.0,62087.0,7.15,7349.0,Roger L. Simon,"writer,director",2011-06-24 00:00:00,2011,98.0,Summit En…,216
transformers: dark of the moon,"action,adventure,sci-fi",180.71,352390543.0,195000000.0,97852865.0,6.15,185685.0,Ehren Kruger,"writer,producer,executive",2011-06-28 00:00:00,2011,154.0,Paramount…,"4,107"
larry crowne,"comedy,drama,romance",118.69,35608245.0,30000000.0,13096065.0,5.949999999999999,29801.0,Tom Hanks,"producer,actor,soundtrack",2011-06-30 00:00:00,2011,98.0,Universal,"2,976"
horrible bosses,"comedy,crime",335.82,117538559.0,35000000.0,28302165.0,6.7,201268.0,Michael Markowitz,"producer,writer,miscellaneous",2011-07-08 00:00:00,2011,98.0,Warner Bros.,"3,134"
